A1_0,A1_1,A4_0,A4_1,A5_0,A5_1,A6_0,A6_1,A6_2,A6_3,A7_0,A7_1,A7_2,A7_3,A9_0,A9_1,A10_0,A10_1,A12_0,A12_1,A13_0,A13_1,A2,A3,A8,A11,A14,A15,Class
0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0.4371317557247858,-0.3030107956370737,-0.03346933353092075,0.7045157264660926,0.14057452631850997,-0.19312477497136735,1
1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,-0.5127891180864333,-0.3606962890558952,0.8102085199989484,0.7045157264660926,-0.8346413299036748,-0.07882283077046019,1
1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0.008218330668330222,-0.34787729051837935,-0.32875658226637494,-0.1011738871632567,-1.0724988558115247,0.759391426702859,1
1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0.2870764583702,-0.27096329929328405,0.10714364205739077,1.3087829366881047,0.0038064489214962595,-0.19312477497136735,1
1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,-1.3615997700750346,-0.38601381116748906,-0.33227190665608275,2.5173173571321286,-1.0724988558115247,-0.14607047460866057,1
0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,-1.697775157281446,-0.3818476366427964,-0.20923555301631017,1.1073605332807674,-0.4778550410418999,-0.12168605984580037,1
0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,-0.28738416497868646,-0.38761618598467856,-0.33086577690019964,-0.30259629057059406,-0.5967838039958249,-0.14016487415828036,1
0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0.029470797675632075,0.14244940354160307,3.242812997676738,1.3087829366881047,1.3001299651192786,-0.03557859521445031,1
0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0.3888306943445543,-0.383129536496548,-0.1389290652221544,0.7045157264660926,-0.12106875218012497,0.201597939002432,1
0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,-0.22813486301893585,-0.38633428613092696,1.3375071784551167,0.10024851624408064,-1.0724988558115247,-0.0822518890964874,1
1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0.8718413081468692,-0.14950328815032107,-0.3266473876325503,2.3158949537247913,-1.0724988558115247,0.24503267779877674,1
1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,-1.529043449526504,-0.3703105379590321,-0.3294596471443165,0.90593812987343,-1.0724988558115247,0.39076765665493335,1
1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1.676858997817394,-0.38633428613092696,-0.2936033383692971,2.3158949537247913,-1.0724988558115247,0.22598235376529222,1
1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1.2801462803477592,-0.37639956226435217,-0.04049998231033633,1.7116277435027794,1.5439339291748246,-0.19198175552935828,1
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,2.031066781272425,-0.38793666094811646,-0.3294596471443165,2.3158949537247913,-1.0724988558115247,0.11206141604505476,1
0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0.6786370626259433,-0.3703105379590321,-0.03346933353092075,1.9130501469101167,-0.5194801080757736,-0.19312477497136735,1
0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,-0.23908310359845497,-0.383129536496548,0.43055348591050724,1.7116277435027794,-0.7157125669497498,0.22293430191993469,1
0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0.38367858113066294,-0.38633428613092696,-0.2936033383692971,0.10024851624408064,-1.0724988558115247,-0.19312477497136735,1
1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,-0.32988909899329016,-0.35428678978713724,-0.33227190665608275,1.7116277435027794,-1.0724988558115247,-0.19312477497136735,1
1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,-1.5419237325612323,-0.29371702169737474,-0.1536934276589271,-0.30259629057059406,-0.6562481854727874,-0.19312477497136735,1
1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,2.696977414167883,-0.38633428613092696,-0.33227190665608275,2.3158949537247913,-1.0724988558115247,0.4500141643990702,1
0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,-1.7074353695574922,-0.3905004606556196,2.595993309970505,-0.1011738871632567,0.0038064489214962595,-0.19312477497136735,1
0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0.46933246331160683,-0.38857761087499226,-0.3294596471443165,-0.30259629057059406,0.5925038255434248,0.1878817056983232,1
0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0.056519392048561705,-0.3905004606556196,-0.33156884177814117,0.30167091965141796,-0.23999751513404993,1.2440316701147054,1
0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,-1.6971311431297094,-0.3905004606556196,-0.20923555301631017,-0.1011738871632567,-1.0724988558115247,-0.19026722636634466,1
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,-0.11028027325117103,-0.33634019183461505,0.8383311151166106,-0.30259629057059406,1.2763442125284936,-0.18931471016467044,1
0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,-1.7048593129505465,-0.33505829198086345,-0.3294596471443165,-0.5040186939779314,1.264451336233101,-0.19312477497136735,1
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,2.1759699654131195,-0.3382630416152424,-0.3245381929987256,-0.5040186939779314,-0.9476236547099035,1.8187799462049337,1
1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0.9040420157336901,-0.38793666094811646,-0.20923555301631017,-0.5040186939779314,-0.9000521495283336,-0.033673562811101856,1
0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,-0.48058841049961243,-0.3606962890558952,-0.33156884177814117,-0.5040186939779314,-0.7157125669497498,-0.11692347883742923,1
1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0.35662998675773333,-0.37383576255684897,-0.3294596471443165,-0.5040186939779314,1.5439339291748246,1.9361299422511984,1
0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0.6361321286113395,-0.2869870474651789,-0.3259443227546087,-0.5040186939779314,-0.4659621647465074,-0.07139320439740122,1
0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,-1.4839624589049545,-0.030607076714861303,-0.3217259334869594,-0.5040186939779314,1.4904159858455586,-0.19312477497136735,1
1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,-0.11028027325117103,-0.30974076986926957,-0.3146952847075438,-0.5040186939779314,1.1276832588360872,-0.19312477497136735,1
0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0.9362427233205112,-0.3911414105824954,-0.3217259334869594,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,1
0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,-1.6894029733088725,-0.3510820401527583,-0.3266473876325503,-0.5040186939779314,-0.9297843402668148,0.19321579642769884,1
1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1.483654752296468,3.962510967721335,-0.27251139203105035,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,1
0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.2654876838196482,-0.35749153942151624,0.6063197053958966,-0.5040186939779314,-0.4778550410418999,-0.19312477497136735,1
0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,-1.7080793837092285,-0.38633428613092696,-0.06862257742799863,-0.5040186939779314,0.47357506258949994,0.00976117598524286,1
0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,-1.7093674120127014,-0.3510820401527583,-0.33016271202225805,-0.5040186939779314,-0.9535700928575997,-0.19312477497136735,1
1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,-0.04587885807752904,2.385774147606882,0.6625648956312212,-0.5040186939779314,-0.12106875218012497,-0.16454928892114054,1
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,-0.5391936983076266,-0.0947020694024407,-0.24720105642515428,0.30167091965141796,-0.7157125669497498,-0.09025302519055091,1
0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,-0.42649122175375315,-0.12931336545373356,-0.19447119057953746,2.3158949537247913,-0.7157125669497498,-0.1630252629984618,1
0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1.3445476955214013,-0.3818476366427964,-0.3217259334869594,3.524429374168815,-1.0724988558115247,2.664423830051312,1
1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,-0.35693769336621983,0.35716762904499405,-0.32875658226637494,0.30167091965141796,-0.5967838039958249,-0.19312477497136735,1
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,-0.39429051416693217,-0.3901799856921817,-0.21626620179572573,0.10024851624408064,-0.4778550410418999,-0.19198175552935828,1
1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1.9505650123053724,-0.3286487927121055,-0.2936033383692971,0.90593812987343,-1.0724988558115247,0.3783849460331684,1
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,-0.2815880376130587,1.424349257293191,1.485150802822844,0.90593812987343,-0.30540833475870865,0.42734427879922365,1
0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1.4141012239089346,-0.3639010386902742,-0.24438879691338805,1.3087829366881047,0.0038064489214962595,0.12215808778280156,1
0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,-1.699707199736655,-0.3703105379590321,-0.3076646359281282,-0.30259629057059406,-1.0724988558115247,-0.0978731548039447,1
0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0.8879416619402797,-0.3895390357653059,-0.32875658226637494,0.90593812987343,-1.0724988558115247,0.39076765665493335,1
1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0.12092080722220369,-0.35781201438495414,-0.3146952847075438,0.5030933230587553,0.7114325884973499,0.07929485870746138,1
1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0.4049310481379648,1.0910552953177781,0.8102085199989484,-0.1011738871632567,-1.0724988558115247,-0.19312477497136735,1
0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,-0.35178558015232847,-0.35749153942151624,-0.33016271202225805,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,1
0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-1.6984191714331822,-0.3254440430777265,3.2709355927944004,-0.5040186939779314,1.3060764032669747,-0.19312477497136735,1
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0.9632913176934408,-0.3603758140924573,-0.3146952847075438,-0.5040186939779314,1.960184599513562,-0.07882283077046019,1
0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,-0.2654876838196482,0.11681140646657132,1.8366832417936227,0.7045157264660926,-0.5967838039958249,-0.19312477497136735,1
0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,-1.503282883457047,-0.261669525353585,-0.27251139203105035,0.90593812987343,0.08705658298924375,-0.19312477497136735,1
0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0.09387221284927405,-0.22962202900979534,-0.3217259334869594,1.1073605332807674,-0.21621176254326493,-0.19179125228902344,1
0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0.4107271755035926,0.6231618486984486,1.8929284320289472,0.10024851624408064,1.1871476403130499,-0.19312477497136735,1
0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1.3767484031082222,2.052480185631469,-0.22329685057514131,1.9130501469101167,-1.0724988558115247,-0.04262721510683959,1
0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0.05072326468293393,-0.3257645180411644,-0.33086577690019964,0.10024851624408064,1.1276832588360872,-0.086442960383854,1
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,-0.271283811185276,-0.06938454729084684,-0.3294596471443165,1.3087829366881047,-0.7157125669497498,-0.11768549179876862,1
1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,-0.174681688424813,-0.3895390357653059,-0.24438879691338805,-0.30259629057059406,-1.0724988558115247,-0.06396357802434226,1
1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0.9362427233205112,-0.3908209356190575,-0.17408230911923228,-0.5040186939779314,-1.0724988558115247,-0.13597380287091376,1
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,-0.3891384009530408,-0.062654573058651,-0.28235430032223213,-0.1011738871632567,-0.7811233865744086,-0.19312477497136735,1
0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0.6142356474523013,0.2898678867230357,-0.27251139203105035,-0.30259629057059406,-0.7751769484267124,0.033002571306093985,1
1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0.5556303596442871,-0.38729571102124066,-0.32242899836490096,1.1073605332807674,-1.0724988558115247,1.062291578835263,1
0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0.12092080722220369,2.600492373110273,3.6505906268828414,0.7045157264660926,1.193094078460746,-0.16112023059511335,1
0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0.5395300058508765,-0.383129536496548,-0.30063398714871264,0.90593812987343,-0.18053313365708745,0.04881434025388614,1
0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,-1.4710821758702262,-0.2549395511213892,-0.2865726895898815,2.718739760539466,-0.3767655925310637,0.03738414583379542,1
0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0.8074398929732272,1.4916489996151494,-0.3252412578766672,2.3158949537247913,1.3001299651192786,-0.19312477497136735,1
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,-0.1585813346314025,1.7320052221935722,-0.2936033383692971,-0.5040186939779314,-0.4778550410418999,-0.19312477497136735,1
0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,2.1437692578262983,-0.34467254088400034,-0.3196167388531347,2.5173173571321286,-1.0724988558115247,-0.0026215346365220825,1
0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,-0.23908310359845497,-0.35428678978713724,-0.3076646359281282,1.3087829366881047,-0.7394983195405348,-0.05177137064291216,1
0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,-0.007882023125080273,-0.3042926954908253,0.036837154263235014,-0.30259629057059406,0.18219959335238373,-0.19312477497136735,1
0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1.3767484031082222,-0.379924786862169,-0.3076646359281282,-0.5040186939779314,0.29518191815861244,-0.19312477497136735,1
0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0.9259384968927284,-0.261669525353585,-0.32735045251049183,1.1073605332807674,0.8303613514512749,-0.19312477497136735,1
0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1.8758593707039477,-0.35428678978713724,-0.32875658226637494,0.5030933230587553,-1.0724988558115247,1.493019405232348,1
0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1.7470565403566638,2.6934301125072633,5.759785260707513,0.5030933230587553,-1.0724988558115247,-0.19312477497136735,1
1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,-0.5069929907208056,-0.0947020694024407,-0.33156884177814117,0.30167091965141796,-0.5967838039958249,-0.0978731548039447,1
1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1.4997551060898786,0.010734193568627409,-0.17127004960746606,0.10024851624408064,-0.14485450477090997,-0.19312477497136735,1
0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,2.4876728148535463,-0.38761618598467856,-0.3182106090972516,0.90593812987343,-0.9416772165622073,-0.19312477497136735,1
1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,-0.5932908870534859,-0.38825713591155436,0.634442300513559,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,1
1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,-0.5127891180864333,-0.08540829546274169,-0.27251139203105035,-0.5040186939779314,-0.4778550410418999,-0.19312477497136735,1
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0.7056856569988729,-0.37351528759341107,-0.24438879691338805,-0.5040186939779314,0.28328904186321996,-0.19312477497136735,1
0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,-0.22813486301893585,-0.3898595107287438,-0.3146952847075438,-0.5040186939779314,-0.12106875218012497,-0.19312477497136735,1
0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,-0.5610901794666648,-0.37351528759341107,-0.32875658226637494,-0.5040186939779314,-0.5967838039958249,-0.19312477497136735,1
1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,-1.5805645816654175,-0.12001959151403456,-0.15931794668245958,-0.5040186939779314,-0.09728299958933997,-0.19312477497136735,1
0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,-0.4586919293405741,-0.27096329929328405,-0.33086577690019964,-0.1011738871632567,-0.5967838039958249,-0.19312477497136735,1
0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,-0.303484518772097,-0.38761618598467856,0.1352662371750531,-0.5040186939779314,-0.4778550410418999,-0.19312477497136735,1
0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,-0.10448414588554325,-0.379924786862169,0.10714364205739077,0.90593812987343,-1.0724988558115247,1.1516375985523053,1
1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1.3284473417279907,-0.3901799856921817,9.422753274783028,-0.1011738871632567,2.0137025428428283,0.13149274655920898,1
0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,-1.5097230249744114,-0.33505829198086345,-0.30063398714871264,0.30167091965141796,0.4319499955556262,-0.029863498004404954,1
0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0.056519392048561705,0.049511664144612944,0.0719903981603129,-0.5040186939779314,1.8234165221165484,-0.0978731548039447,1
1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,2.0368629086380525,-0.38441143635029956,-0.3252412578766672,2.114472550317454,-1.0724988558115247,1.083246935272096,1
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,-0.39429051416693217,0.19693014732604555,1.133618363852065,0.5030933230587553,0.23571753668164996,0.2837048355867503,1
0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,-0.040082730711901264,-0.383129536496548,-0.33227190665608275,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,1
0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,-0.35178558015232847,-0.3671057883246531,0.6625648956312212,-0.30259629057059406,-0.5967838039958249,1.6738069803101163,1
0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1.032844846080974,1.0910552953177781,-0.01026819255884935,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,1
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0.7327342513718025,2.8536675942262115,-0.3146952847075438,0.7045157264660926,2.0196489809905245,-0.15578613986573767,1
0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,-1.5934448647001458,-0.38793666094811646,-0.3146952847075438,-0.5040186939779314,-0.8346413299036748,-0.19312477497136735,1
0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1.3819005163221136,7.64797304725715,-0.20923555301631017,0.10024851624408064,-0.3589262780879749,-0.1904577296066795,1
0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0.09902432606316541,-0.3895390357653059,-0.3245381929987256,-0.5040186939779314,-0.6562481854727874,-0.19312477497136735,1
0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,-1.6063251477348743,-0.3905004606556196,-0.3217259334869594,-0.1011738871632567,-0.3589262780879749,-0.13597380287091376,1
0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0.4107271755035926,-0.29371702169737474,-0.18884667155600499,-0.30259629057059406,-0.0021399892261999894,3.2410771385448878,1
0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,-1.696487128977973,-0.3639010386902742,-0.32242899836490096,-0.30259629057059406,-0.5492122988142549,0.1878817056983232,1
1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,-0.4586919293405741,-0.38441143635029956,-0.3118830251957776,1.7116277435027794,-0.5967838039958249,-0.17426495417821766,1
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,-0.31958487256550744,-0.38761618598467856,-0.3118830251957776,0.7045157264660926,-0.35297983994027865,-0.19312477497136735,1
0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0.8666891949329778,-0.32223929344334756,-0.3182106090972516,1.7116277435027794,-1.0724988558115247,0.03547911343044697,1
0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0.9420388506861389,-0.3895390357653059,-0.32875658226637494,0.7045157264660926,1.7223270736057121,-0.19312477497136735,1
1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,-0.5771905332600754,-0.38761618598467856,-0.33156884177814117,1.7116277435027794,-1.0724988558115247,0.3783849460331684,1
0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,-0.2332869762328272,3.1741425576641085,-0.2999309222707711,-0.30259629057059406,-0.4778550410418999,-0.19312477497136735,1
0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,-0.5552940521010371,-0.062654573058651,0.43055348591050724,-0.5040186939779314,0.8303613514512749,-0.19064823284701435,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,-1.7125874827713836,3.148504560589077,-0.33086577690019964,-0.5040186939779314,-0.26378326772483496,-0.19312477497136735,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,-1.7125874827713836,-0.3911414105824954,-0.32875658226637494,-0.5040186939779314,-0.21621176254326493,-0.19312477497136735,0
1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,-0.3891384009530408,-0.08540829546274169,-0.3294596471443165,-0.5040186939779314,0.11678877372772499,-0.0026215346365220825,0
1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,-1.5676842986306891,-0.33505829198086345,-0.21626620179572573,-0.5040186939779314,-0.2875690203156199,-0.19312477497136735,0
0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0.38367858113066294,0.35716762904499405,0.0719903981603129,-0.5040186939779314,0.6638610833157799,-0.19312477497136735,0
1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1.6343540638027902,-0.3911414105824954,-0.33227190665608275,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,0
1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1.3767484031082222,0.036692665607097066,-0.09674517254566094,-0.5040186939779314,-1.0724988558115247,-0.1702643861311859,0
1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,-0.41039086796034263,-0.35749153942151624,-0.33227190665608275,-0.5040186939779314,-0.15674738106630245,-0.1870286712806523,0
0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1.5429040542562187,-0.20366355697132568,-0.33227190665608275,-0.5040186939779314,-0.2102653243955687,-0.19312477497136735,0
0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,-0.6254915946403069,-0.3639010386902742,-0.3294596471443165,-0.5040186939779314,-0.23999751513404993,-0.055581435449609064,0
0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.5449898256732544,-0.3523639400065099,-0.33227190665608275,-0.5040186939779314,-0.4778550410418999,-0.19312477497136735,0
1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,-1.7048593129505465,-0.389218560801868,-0.24438879691338805,-0.5040186939779314,0.5449323203618549,-0.19312477497136735,0
0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,2.117364677605105,-0.3417882662130593,-0.24438879691338805,-0.5040186939779314,0.47357506258949994,-0.19312477497136735,1
0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,-1.7138755110748563,-0.3382630416152424,-0.31750754421931005,-0.5040186939779314,0.11678877372772499,-0.18550464535797354,1
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0.35662998675773333,-0.383129536496548,-0.24438879691338805,-0.5040186939779314,0.5925038255434248,-0.19312477497136735,0
0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,-0.5610901794666648,-0.17482081026191496,-0.3294596471443165,-0.5040186939779314,-0.23999751513404993,-0.19312477497136735,0
0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0.7378863645856939,2.8536675942262115,-0.24438879691338805,-0.5040186939779314,-0.12106875218012497,-0.19312477497136735,0
0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0.24972363756948765,-0.383129536496548,-0.17408230911923228,-0.5040186939779314,0.9492901144051998,-0.19312477497136735,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,-0.5288894718798439,-0.20815020645945623,-0.2943064032472386,-0.5040186939779314,-0.3589262780879749,-0.19312477497136735,0
